Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation of Cellular Response to Growth Factor Stimulus (GO:0090288)	1/73	0.5275292110242672	0.5957132587076759	0	0	1.349480021893815	0.8630613498633677	PPARG
Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	2/174	0.5318280897673838	0.6000575218445927	0	0	1.1296338936219203	0.7132903566038042	FANK1;LTF
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	1/74	0.5323660552540482	0.6001546021879254	0	0	1.330926513260004	0.8390479529350536	RYR3
Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)	1/75	0.5371536231783908	0.6029924020125976	0	0	1.3128744508054853	0.8159135930450523	PPP1R16B
Plasma Membrane Organization (GO:0007009)	1/75	0.5371536231783908	0.6029924020125976	0	0	1.3128744508054853	0.8159135930450523	COLEC12
Positive Regulation of Protein Localization to Nucleus (GO:1900182)	1/75	0.5371536231783908	0.6029924020125976	0	0	1.3128744508054853	0.8159135930450523	CHP2
Positive Regulation of Protein Serine/Threonine Kinase Activity (GO:0071902)	1/75	0.5371536231783908	0.6029924020125976	0	0	1.3128744508054853	0.8159135930450523	LTF
Import Into Nucleus (GO:0051170)	1/75	0.5371536231783908	0.6029924020125976	0	0	1.3128744508054853	0.8159135930450523	MMP12
Negative Regulation of Supramolecular Fiber Organization (GO:1902904)	1/76	0.5418924143138966	0.6052423265002983	0	0	1.295303776683087	0.7936168145600232	TREM2
Regulation of Neuron Differentiation (GO:0045664)	1/76	0.5418924143138966	0.6052423265002983	0	0	1.295303776683087	0.7936168145600232	DLL1
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	1/76	0.5418924143138966	0.6052423265002983	0	0	1.295303776683087	0.7936168145600232	COL3A1
Glycoprotein Biosynthetic Process (GO:0009101)	1/76	0.5418924143138966	0.6052423265002983	0	0	1.295303776683087	0.7936168145600232	CHST9
Regulation of Notch Signaling Pathway (GO:0008593)	1/76	0.5418924143138966	0.6052423265002983	0	0	1.295303776683087	0.7936168145600232	DLL1
Regulation of Rho Protein Signal Transduction (GO:0035023)	1/76	0.5418924143138966	0.6052423265002983	0	0	1.295303776683087	0.7936168145600232	COL3A1
Cellular Response to UV (GO:0034644)	1/77	0.546582923190177	0.6084343017573807	0	0	1.2781954887218046	0.7721185874812032	MMP12
Cellular Response to Hypoxia (GO:0071456)	1/77	0.546582923190177	0.6084343017573807	0	0	1.2781954887218046	0.7721185874812032	PPARG
Positive Regulation of Lymphocyte Proliferation (GO:0050671)	1/77	0.546582923190177	0.6084343017573807	0	0	1.2781954887218046	0.7721185874812032	GPR183
Regulation of BMP Signaling Pathway (GO:0030510)	1/77	0.546582923190177	0.6084343017573807	0	0	1.2781954887218046	0.7721185874812032	PPARG
Cellular Response to Decreased Oxygen Levels (GO:0036294)	1/78	0.5512256393643044	0.6130884833130622	0	0	1.2615315718763995	0.7513821376074742	PPARG
RNA Catabolic Process (GO:0006401)	1/79	0.5558210474474341	0.6171658453262479	0	0	1.2452949349501075	0.7313727905105102	RNASE6
Positive Regulation of Growth (GO:0045927)	1/79	0.5558210474474341	0.6171658453262479	0	0	1.2452949349501075	0.7313727905105102	SFRP2
Response to Tumor Necrosis Factor (GO:0034612)	1/80	0.5603696271317814	0.6206596036955845	0	0	1.2294693521232152	0.7120578280679314	CCL2
Protein Import Into Nucleus (GO:0006606)	1/80	0.5603696271317814	0.6206596036955845	0	0	1.2294693521232152	0.7120578280679314	MMP12
Regulation of TOR Signaling (GO:0032006)	1/80	0.5603696271317814	0.6206596036955845	0	0	1.2294693521232152	0.7120578280679314	TREM2
Aerobic Respiration (GO:0009060)	1/81	0.5648718532398892	0.6246043472960641	0	0	1.214039408866995	0.6934063563563992	MDH1B
Positive Regulation of JNK Cascade (GO:0046330)	1/81	0.5648718532398892	0.6246043472960641	0	0	1.214039408866995	0.6934063563563992	FCGR2B
Cellular Response to Cytokine Stimulus (GO:0071345)	3/289	0.5676840842993466	0.6271917337350518	0	0	1.018160943534078	0.5764727529410221	MMP12;ALOX15;CCL2
Response to Insulin (GO:0032868)	1/82	0.5693281958757586	0.6279633256835608	0	0	1.198990451864015	0.6753891837108899	PPARG
Inorganic Anion Transmembrane Transport (GO:0098661)	1/82	0.5693281958757586	0.6279633256835608	0	0	1.198990451864015	0.6753891837108899	GABRP
Regulation of Interleukin-8 Production (GO:0032677)	1/83	0.5737391203654282	0.6302113745618598	0	0	1.184308542592815	0.6579787086959046	FCN1
Wnt Signaling Pathway (GO:0016055)	1/83	0.5737391203654282	0.6302113745618598	0	0	1.184308542592815	0.6579787086959046	SFRP2
Negative Regulation of Protein Phosphorylation (GO:0001933)	1/83	0.5737391203654282	0.6302113745618598	0	0	1.184308542592815	0.6579787086959046	SFRP2
Organophosphate Metabolic Process (GO:0019637)	1/83	0.5737391203654282	0.6302113745618598	0	0	1.184308542592815	0.6579787086959046	LPL
Protein Tetramerization (GO:0051262)	1/83	0.5737391203654282	0.6302113745618598	0	0	1.184308542592815	0.6579787086959046	RYR3
Positive Regulation of Synaptic Transmission (GO:0050806)	1/84	0.5781050874123935	0.6339583452383638	0	0	1.169980414267909	0.6411488162293543	CCL2
+ Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090100)	1/84	0.5781050874123935	0.6339583452383638	0	0	1.169980414267909	0.6411488162293543	ZEB2
Actomyosin Structure Organization (GO:0031032)	1/85	0.5824265529590874	0.6376442393484485	0	0	1.1559934318555007	0.6248747821778563	PHACTR1
Negative Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	1/85	0.5824265529590874	0.6376442393484485	0	0	1.1559934318555007	0.6248747821778563	PPARG
Negative Regulation of Intracellular Signal Transduction (GO:1902532)	3/297	0.5862347046225147	0.6412698517301489	0	0	0.9900497512437811	0.5287212681685067	TSPAN6;PPARG;TREM2
Transport Across Blood-Brain Barrier (GO:0150104)	1/86	0.5867039682621468	0.6412698517301489	0	0	1.1423355549116199	0.6091331846749747	CD36
Calcium Ion Transmembrane Transport (GO:0070588)	1/87	0.590937780315208	0.6432503051299969	0	0	1.1289953030129454	0.5939018213529518	RYR3
Cellular Response to Tumor Necrosis Factor (GO:0071356)	1/87	0.590937780315208	0.6432503051299969	0	0	1.1289953030129454	0.5939018213529518	CCL2
Positive Regulation of Biosynthetic Process (GO:0009891)	1/87	0.590937780315208	0.6432503051299969	0	0	1.1289953030129454	0.5939018213529518	CD36
Sodium Ion Transmembrane Transport (GO:0035725)	1/87	0.590937780315208	0.6432503051299969	0	0	1.1289953030129454	0.5939018213529518	ATP12A
Synapse Assembly (GO:0007416)	1/87	0.590937780315208	0.6432503051299969	0	0	1.1289953030129454	0.5939018213529518	SLITRK6
Regulation of Endothelial Cell Migration (GO:0010594)	1/88	0.5951284313607962	0.6462228592372342	0	0	1.1159617235717116	0.5791596343779737	SPARC
Positive Regulation of Endothelial Cell Migration (GO:0010595)	1/88	0.5951284313607962	0.6462228592372342	0	0	1.1159617235717116	0.5791596343779737	SPARC
Positive Regulation of Protein Kinase Activity (GO:0045860)	1/88	0.5951284313607962	0.6462228592372342	0	0	1.1159617235717116	0.5791596343779737	LTF
Regulation of Intracellular Signal Transduction (GO:1902531)	3/302	0.5975698315984336	0.6483437388584311	0	0	0.9732441471571907	0.5011079650498697	PPP1R16B;ALOX15;TREM2
Cellular Response to Hormone Stimulus (GO:0032870)	1/89	0.5992763593423178	0.6494373439829657	0	0	1.1032243618450515	0.5648866391518002	OXTR
Protein Metabolic Process (GO:0019538)	6/614	0.5995558612372861	0.6494373439829657	0	0	0.9563397129186603	0.4892310050841241	MMP12;FCN1;NAPSA;ADAMTS1;TMPRSS3;CD36
Regulation of Protein Localization to Plasma Membrane (GO:1903076)	1/90	0.6033819975315803	0.6519864057949052	0	0	1.0907732329661814	0.5510638596451592	TREM2
Chloride Transport (GO:0006821)	1/90	0.6033819975315803	0.6519864057949052	0	0	1.0907732329661814	0.5510638596451592	GABRP
Establishment of Protein Localization to Organelle (GO:0072594)	1/90	0.6033819975315803	0.6519864057949052	0	0	1.0907732329661814	0.5510638596451592	MMP12
Axonogenesis (GO:0007409)	2/200	0.607505270072967	0.6559081289893497	0	0	0.97999799979998	0.4884255433235287	SLITRK6;ISL1
Regulation of Cell Differentiation (GO:0045595)	2/201	0.6102236339253203	0.658307868280118	0	0	0.975023633016568	0.48159320465893996	ISL1;DLL1
Glucose Homeostasis (GO:0042593)	1/92	0.6114681168037448	0.6585804210181453	0	0	1.0666919287608942	0.5246977217405681	PPARG
Positive Regulation of Response to Stimulus (GO:0048584)	1/92	0.6114681168037448	0.6585804210181453	0	0	1.0666919287608942	0.5246977217405681	FCGR2B
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	2/202	0.6129277166289732	0.6596175102781818	0	0	0.9700990099009901	0.47487148554949554	PTGFR;LPAR3
Regulation of Epithelial Cell Proliferation (GO:0050678)	1/93	0.6154494429425392	0.6607250284783284	0	0	1.0550439066181194	0.512120925139783	SFRP2
Regulation of Insulin Secretion (GO:0050796)	1/93	0.6154494429425392	0.6607250284783284	0	0	1.0550439066181194	0.512120925139783	ISL1
Regulation of Protein Metabolic Process (GO:0051246)	1/93	0.6154494429425392	0.6607250284783284	0	0	1.0550439066181194	0.512120925139783	SERPINB4
Cellular Response to Peptide Hormone Stimulus (GO:0071375)	1/94	0.6193901697982895	0.6638822804617664	0	0	1.0436463795751894	0.4999273656894242	PPARG
Lipid Biosynthetic Process (GO:0008610)	1/94	0.6193901697982895	0.6638822804617664	0	0	1.0436463795751894	0.4999273656894242	LPL
B Cell Activation (GO:0042113)	1/96	0.6271514694656477	0.6711177690978084	0	0	1.0215711693025669	0.4766315892635776	GPR183
Sodium Ion Transport (GO:0006814)	1/96	0.6271514694656477	0.6711177690978084	0	0	1.0215711693025669	0.4766315892635776	SLC23A1
Regulation of mRNA Splicing, via Spliceosome (GO:0048024)	1/97	0.630972853879322	0.6730377108046102	0	0	1.0108784893267653	0.4655019002333899	RBM20
Regulation of Organelle Organization (GO:0033043)	1/97	0.630972853879322	0.6730377108046102	0	0	1.0108784893267653	0.4655019002333899	ZEB2
Regulation of Protein Localization (GO:0032880)	1/97	0.630972853879322	0.6730377108046102	0	0	1.0108784893267653	0.4655019002333899	KRT5
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	1/97	0.630972853879322	0.6730377108046102	0	0	1.0108784893267653	0.4655019002333899	ATP12A
Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560)	1/98	0.6347552620479434	0.6749039135305596	0	0	1.0004062769793307	0.4547004277717504	COL3A1
Positive Regulation of Hydrolase Activity (GO:0051345)	1/98	0.6347552620479434	0.6749039135305596	0	0	1.0004062769793307	0.4547004277717504	CHP2
Positive Regulation of Proteasomal Protein Catabolic Process (GO:1901800)	1/98	0.6347552620479434	0.6749039135305596	0	0	1.0004062769793307	0.4547004277717504	TREM2
Positive Regulation of Supramolecular Fiber Organization (GO:1902905)	1/98	0.6347552620479434	0.6749039135305596	0	0	1.0004062769793307	0.4547004277717504	ALOX15
Regulation of Signal Transduction (GO:0009966)	2/211	0.6366234038892198	0.6763487042919071	0	0	0.9278980529631911	0.41901741992114816	CD36;DLL1
Regulation of Protein Secretion (GO:0050708)	1/99	0.6384990897421888	0.6772578204294144	0	0	0.9901477832512315	0.4442149795816084	TREM2
Positive Regulation of Protein Catabolic Process (GO:0045732)	1/99	0.6384990897421888	0.6772578204294144	0	0	0.9901477832512315	0.4442149795816084	TREM2
Cell Junction Assembly (GO:0034329)	1/101	0.6458725659307989	0.6845321369162817	0	0	0.9702463054187193	0.42414614235723147	SLITRK6
Intracellular Protein Transport (GO:0006886)	3/326	0.6491172012471654	0.6867356410453461	0	0	0.8998197865163348	0.3888499142160678	MMP12;NAPSA;AKR1B10
Regulation of Canonical Wnt Signaling Pathway (GO:0060828)	2/216	0.6492916222118182	0.6867356410453461	0	0	0.9059868603682798	0.39127155539374203	ZEB2;SFRP2
Positive Regulation of Protein Localization (GO:1903829)	1/102	0.6495029858079479	0.6867356410453461	0	0	0.9605911330049262	0.41454103413818844	TREM2
Organelle Organization (GO:0006996)	4/437	0.6544917614028936	0.6914598720310602	0	0	0.894364896073903	0.3791179535988271	CCL13;AKR1B10;CCL7;CCL2
Protein Modification Process (GO:0036211)	5/545	0.656122729724485	0.6926319436201241	0	0	0.8959612879210869	0.37756473435251564	COL3A1;PTPRZ1;FAM20C;CCL2;PTPN3
Regulation of RNA Splicing (GO:0043484)	1/104	0.6566530885378662	0.6926412244466134	0	0	0.9418432254053278	0.3961387176192002	RBM20
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	6/652	0.6574578947085538	0.6929397493436186	0	0	0.8983019044938549	0.37672496185416504	TSPAN6;TREM2;CD36;NTS;FGFR3;LTF
Organic Anion Transport (GO:0015711)	1/105	0.6601735195688215	0.6941491955561322	0	0	0.9327396741189845	0.3873225468920204	SLC23A1
Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1/105	0.6601735195688215	0.6941491955561322	0	0	0.9327396741189845	0.3873225468920204	LTF
Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	1/105	0.6601735195688215	0.6941491955561322	0	0	0.9327396741189845	0.3873225468920204	CD36
Regulation of Macroautophagy (GO:0016241)	1/106	0.6636580296214016	0.6972609678300802	0	0	0.9238095238095239	0.37875107568395955	ATP6V0D2
Positive Regulation of Cell Growth (GO:0030307)	1/107	0.6671069833804473	0.7003304932246909	0	0	0.9150478669021285	0.3704158154696593	SFRP2
Cellular Response to Insulin Stimulus (GO:0032869)	1/108	0.6705207418621228	0.7033582505473137	0	0	0.9064499792827218	0.3623086384983615	PPARG
Glycerophospholipid Biosynthetic Process (GO:0046474)	1/110	0.677244099307943	0.7098501688089568	0	0	0.8897274822614905	0.346747718023052	ALOX15
Positive Regulation of T Cell Activation (GO:0050870)	1/111	0.6805544022142898	0.7127572919089722	0	0	0.8815942678011643	0.3392793637414093	CCL2
Regulation of Autophagy (GO:0010506)	2/230	0.6829054345415613	0.7146559630190649	0	0	0.8497481327080076	0.3240929903563301	TREM2;ATP6V0D2
Regulation of Wnt Signaling Pathway (GO:0030111)	1/112	0.6838309179378819	0.7150609913555175	0	0	0.8736075977455288	0.33200983948443946	SFRP2
Mitotic Cell Cycle Phase Transition (GO:0044772)	1/113	0.6870739896988246	0.7178869066247358	0	0	0.8657635467980296	0.32493256757983624	CCNO
T Cell Activation (GO:0042110)	1/114	0.6902839571136331	0.7206738168607741	0	0	0.8580583286106631	0.3180412364002841	CRTAM
Regulation of JNK Cascade (GO:0046328)	1/115	0.6934611567050838	0.7234221650466232	0	0	0.8504882896897416	0.3113297869665344	FCGR2B
Negative Regulation of Canonical Wnt Signaling Pathway (GO:0090090)	1/117	0.6997185798066738	0.729376981148558	0	0	0.8357397655851877	0.2984234930895692	SFRP2
Negative Regulation of Catabolic Process (GO:0009895)	1/120	0.7088671676297222	0.7383338028331538	0	0	0.8145465082584759	0.28027496353671705	TREM2
Negative Regulation of Cell Growth (GO:0030308)	1/121	0.7118546328511061	0.7408643827792076	0	0	0.8077175697865353	0.2745283042330094	SFRP2
- Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090101)	1/122	0.7148115906560267	0.7427776153295801	0	0	0.8010015063306599	0.26892526647833204	PPARG
Negative Regulation of DNA-binding Transcription Factor Activity (GO:0043433)	1/122	0.7148115906560267	0.7427776153295801	0	0	0.8010015063306599	0.26892526647833204	CYP1B1
Regulation of Mitotic Cell Cycle (GO:0007346)	1/124	0.7206352210370058	0.7482436071439749	0	0	0.7878969922704153	0.2581325495161513	PTPN3
Regulation of Cell Motility (GO:2000145)	1/126	0.726340501524213	0.753578270331371	0	0	0.7752118226600985	0.24786340930900425	KRT5
Protein Localization to Nucleus (GO:0034504)	1/127	0.7291495104125276	0.7559020685619334	0	0	0.7690202517788725	0.2429154088520519	MMP12
Protein Localization (GO:0008104)	3/371	0.7327366795674236	0.759028323296052	0	0	0.7879623621025308	0.2450317718406726	FCN1;NAPSA;AKR1B10
Chemical Synaptic Transmission (GO:0007268)	2/260	0.7460900370833408	0.7716569853946078	0	0	0.7497889323816103	0.2196199210864594	NAPSA;LPAR3
Regulation of MAPK Cascade (GO:0043408)	2/260	0.7460900370833408	0.7716569853946078	0	0	0.7497889323816103	0.2196199210864594	PPARG;FGFR3
Potassium Ion Transmembrane Transport (GO:0071805)	1/134	0.7480252779403221	0.7730564740114769	0	0	0.7282862328234379	0.21143497217581325	ATP12A
Mitochondrion Organization (GO:0007005)	1/135	0.7506127410014801	0.7751273095256341	0	0	0.7228144989339019	0.2073504833751907	BCL2A1
protein-RNA Complex Assembly (GO:0022618)	1/138	0.7582175551661764	0.7823721159756661	0	0	0.7068785732264212	0.19565333105597837	COLEC12
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	6/732	0.7613365286359209	0.784980520208465	0	0	0.7959762918440605	0.21704665598579545	ZEB2;MYB;TFEC;PPARG;AEBP1;ISL1
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	1/141	0.765591568522	0.7887553165222778	0	0	0.6916256157635468	0.18473766420497173	PTPRZ1
Regulation of Cell Adhesion (GO:0030155)	1/142	0.7679994949507636	0.7906227358872978	0	0	0.6866855326136324	0.1812617730086621	DLL1
Synapse Organization (GO:0050808)	1/144	0.7727417523307128	0.7948884950388743	0	0	0.6770126425298839	0.17454088065560117	SLITRK6
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	1/146	0.7773875391783958	0.7990484922824378	0	0	0.6676065907932733	0.16811421456218134	SFRP2
Phosphate-Containing Compound Metabolic Process (GO:0006796)	1/150	0.786397474055367	0.8070601588450752	0	0	0.6495520216881013	0.15608275340568192	LPL
Cellular Response to Growth Factor Stimulus (GO:0071363)	1/150	0.786397474055367	0.8070601588450752	0	0	0.6495520216881013	0.15608275340568192	CCL2
Protein Localization to Organelle (GO:0033365)	1/151	0.7885926678755268	0.8086880794893434	0	0	0.6451888341543514	0.1532358032455463	AKR1B10
Neuron Development (GO:0048666)	1/159	0.8053648948460583	0.8252504478052204	0	0	0.6122716218744154	0.13253220429264387	PTPRZ1
Phosphorylation (GO:0016310)	2/298	0.8104186956976005	0.8297887647543666	0	0	0.6522611720631523	0.13710807478131987	FAM20C;CCL2
Macroautophagy (GO:0016236)	1/162	0.811307189078891	0.8300585108603754	0	0	0.6007710430499036	0.1256263427314118	ARMC3
Monoatomic Cation Transmembrane Transport (GO:0098655)	2/304	0.8191397459879702	0.8374269304634522	0	0	0.6391056324175464	0.12750194413304325	ATP12A;RYR3
Inorganic Cation Transmembrane Transport (GO:0098662)	2/307	0.8233647787381527	0.8410987893571283	0	0	0.6327219607206622	0.12297327520437523	ATP12A;RYR3
Regulation of Macromolecule Biosynthetic Process (GO:0010556)	1/170	0.8262853226869397	0.8427856440309185	0	0	0.5720989885446119	0.10916514752063129	TREM2
Brain Development (GO:0007420)	1/170	0.8262853226869397	0.8427856440309185	0	0	0.5720989885446119	0.10916514752063129	SLC23A1
